,City,Country,Cloudiness,Humidity,Lat,Lng,Max Temp,Wind Speed
434,Kilis,TR,75,81,36.72,37.12,283.15,3.6
435,Nagar Karnul,IN,0,33,16.48,78.32,299.3,3.44
436,Sale,MA,40,76,34.04,-6.82,287.04,2.6
437,Trelaze,FR,45,87,47.45,-0.47,286.48,1.0
438,Tautira,PF,75,66,-17.73,-149.15,304.15,4.1
439,Oblivskaya,RU,0,64,48.54,42.5,275.5,0.91
440,Cherusti,RU,0,89,55.55,40.01,274.1,2.82
441,Portland,US,1,53,45.52,-122.68,288.15,1.5
442,Vostok,RU,57,91,46.49,135.88,262.2,2.42
443,Tabira,BR,100,90,-7.59,-37.54,295.6,1.61
444,Kieta,PG,0,79,-6.22,155.63,300.0,1.81
445,San Pedro de Macoris,DO,40,62,18.46,-69.3,302.15,6.7
446,Hofn,IS,100,92,64.25,-15.21,276.7,5.27
447,Ust-Charyshskaya Pristan,RU,100,89,52.39,83.66,275.6,9.29
448,Mangan,IN,70,52,27.52,88.53,279.5,2.11
449,Sechura,PE,3,85,-5.56,-80.82,297.8,6.81
450,La Santisima Trinidad,BO,75,83,-14.83,-64.9,301.15,1.5
451,Muros,ES,0,76,42.78,-9.06,289.82,2.1
452,Sabha,LY,63,21,27.04,14.43,294.6,4.36
453,Pimampiro,EC,75,93,0.4,-77.97,285.15,2.1
454,Tazovsky,RU,100,94,67.47,78.7,266.4,7.68
455,Horta,PT,20,82,38.53,-28.63,291.15,5.1
456,Kotka,FI,90,93,60.47,26.95,276.15,5.7
457,Mackay,AU,75,73,-21.15,149.2,297.15,5.1
458,Touros,BR,20,62,-5.2,-35.46,303.15,5.7
459,Manali,IN,20,83,13.17,80.27,301.48,1.0
460,Vila Velha,BR,40,78,-20.33,-40.29,302.04,4.6
461,Hasaki,JP,75,86,35.73,140.83,277.15,0.5
462,Dzhebariki-Khaya,RU,78,99,62.22,135.8,250.6,0.44
463,Mangrol,IN,0,64,21.12,70.12,299.1,4.45
464,Purworejo,ID,100,94,-6.79,111.92,297.0,1.0
465,Kalemie,CD,98,95,-5.95,29.19,291.7,1.15
466,Jackson,US,90,66,42.42,-122.83,282.59,2.34
467,Gazojak,TM,19,47,41.19,61.4,287.2,4.33
468,Veselynove,UA,46,69,47.36,31.23,276.4,3.6
469,Khetia,IN,0,44,21.67,74.58,298.0,0.64
470,Itabuna,BR,20,74,-14.79,-39.28,303.15,4.1
471,Yangi Margilon,UZ,94,47,40.43,71.72,286.15,2.1
472,Nemuro,JP,0,77,43.32,145.57,272.9,1.58
473,Karlstad,SE,93,87,59.38,13.5,279.26,6.2
474,Mercedes,AR,100,98,-34.65,-59.43,292.04,2.68
475,Siguiri,GN,0,14,11.67,-9.5,302.5,1.14
476,Valparaiso,CL,2,63,-33.04,-71.63,292.15,3.6
477,Toguchin,RU,100,99,55.24,84.39,274.5,8.5
478,Talara,PE,0,100,-4.58,-81.27,290.15,4.1
479,Kralendijk,BQ,20,54,12.15,-68.27,302.15,4.1
480,Lorengau,PG,100,79,-2.02,147.27,301.2,3.63
481,Dukat,RU,99,96,62.55,155.55,255.1,0.79
482,Vila Franca do Campo,PT,20,72,37.72,-25.43,289.15,3.1
483,Karachi,PK,0,35,24.91,67.08,295.15,3.06
484,Calabozo,VE,5,21,8.92,-67.43,311.3,3.72
485,Hamilton,US,90,53,39.18,-84.53,284.26,3.6
486,Puksoozero,RU,100,79,62.59,40.61,271.1,5.41
487,Sandwick,GB,40,80,60.0,-1.25,278.15,11.8
488,Junin,AR,100,99,-34.58,-60.94,288.15,0.89
489,Mezen,RU,100,83,65.85,44.24,271.3,6.76
490,Polyanka,UA,0,87,50.26,27.69,275.8,1.2
491,Pochutla,MX,40,52,15.74,-96.47,305.15,5.1
492,Grand Gaube,MU,40,94,-20.01,57.66,297.15,1.0
493,Rocha,UY,100,58,-34.48,-54.33,294.8,5.04
494,Launceston,AU,88,93,-41.45,147.17,288.15,2.1
495,Khedbrahma,IN,0,22,24.03,73.05,293.8,2.35
496,Jiexiu,CN,0,20,37.02,111.91,282.2,4.14
497,Sept-Iles,CA,90,92,50.2,-66.38,270.37,5.7
498,Nieves,PH,75,83,15.33,120.95,296.15,1.0
499,Machaneng,BW,0,70,-23.19,27.49,291.6,3.4
500,Atar,MR,100,23,20.52,-13.05,294.3,4.08
501,Kamien Pomorski,PL,40,57,53.97,14.77,283.71,0.5
502,Umea,SE,0,74,63.83,20.26,276.15,3.6
503,Tahoua,NE,0,5,14.89,5.27,307.15,2.1
504,Little Chute,US,5,24,44.28,-88.32,281.15,6.7
505,Pingzhuang,CN,69,41,42.04,119.29,277.8,4.73
506,Port Hardy,CA,20,75,50.7,-127.42,280.15,5.1
507,Salta,AR,40,69,-24.79,-65.41,298.15,3.6
508,Dabat,ET,93,30,12.98,37.77,290.3,4.43
509,Varhaug,NO,75,87,58.61,5.65,280.15,4.6
510,Tuy Hoa,VN,7,75,13.08,109.3,298.1,2.33
511,Kiama,AU,0,93,-34.68,150.87,287.15,3.6
512,Yar-Sale,RU,83,86,66.83,70.83,263.4,5.48
513,Jaru,BR,100,90,-10.44,-62.47,300.3,0.95
514,Lazaro Cardenas,MX,0,55,17.96,-102.2,302.5,4.95
515,Cairns,AU,75,78,-16.92,145.77,298.15,4.6
516,Murdochville,CA,100,87,48.96,-65.5,269.8,10.12
517,Petropavlovsk-Kamchatskiy,RU,100,52,53.05,158.65,265.15,4.0
518,Tessalit,ML,93,16,20.2,1.01,301.5,3.58
519,Evanston,US,40,31,42.04,-87.69,282.59,2.6
520,Camana,PE,100,76,-16.62,-72.71,294.1,3.5
521,Shikarpur,PK,0,25,27.96,68.64,296.5,0.97
522,Mirny,RU,100,65,62.54,113.96,257.15,8.0
523,Pasighat,IN,11,54,28.07,95.33,291.6,1.43
524,Whittlesea,ZA,59,83,-32.18,26.82,288.2,1.44
525,Ewa Beach,US,90,88,21.32,-158.01,298.15,4.1
526,Fengrun,CN,0,34,39.83,118.12,281.48,1.34
527,Southbridge,US,90,87,42.08,-72.03,281.48,4.6
528,Chicama,PE,75,78,-7.84,-79.15,297.15,4.6
529,Tsimmerbude,RU,94,80,54.67,20.13,278.15,3.0
530,Makaha,US,90,100,21.47,-158.22,298.15,1.5
531,Hurghada,EG,0,42,27.26,33.81,293.15,5.7
532,Ust-Tsilma,RU,100,86,65.44,52.15,269.7,4.36
533,Tomatlan,MX,0,40,19.93,-105.25,304.7,4.32
534,Porbandar,IN,0,57,21.64,69.61,299.2,4.08
535,Serang,ID,75,94,-6.11,106.15,299.82,1.0
536,Broken Hill,AU,0,45,-31.95,141.43,293.15,4.1
537,Palimbang,PH,89,72,6.21,124.19,300.9,3.13
538,Saravan,AM,90,79,39.72,45.65,279.15,6.2
539,Jiayuguan City,CN,11,23,39.82,98.3,277.1,5.62
540,Marzuq,YE,52,83,14.4,46.47,291.9,1.45
541,Ingleside,US,75,74,27.88,-97.21,302.15,10.3
542,Sa Kaeo,TH,60,81,13.81,102.07,299.0,2.48
543,Mombaca,BR,100,85,-5.74,-39.63,298.2,0.98
544,Vung Tau,VN,6,79,10.35,107.08,298.6,6.72
545,Kazanskoye,RU,39,86,55.64,69.23,270.1,7.66
546,Kitami,JP,6,82,43.8,143.89,269.8,2.65
547,Szczytno,PL,98,81,53.56,20.99,278.7,2.03
548,Mizdah,LY,83,86,31.45,12.98,284.8,10.87
549,Callaway,US,1,73,30.15,-85.57,300.15,5.1
550,Tromso,NO,75,98,69.65,18.96,275.15,9.8
551,Mapiripan,CO,68,35,2.89,-72.13,307.8,3.45
552,Severo-Yeniseyskiy,RU,100,80,60.37,93.04,259.6,2.12
553,Husavik,IS,90,95,66.04,-17.34,273.15,7.2
554,Verkhnyaya Inta,RU,74,90,65.98,60.31,264.9,8.57
555,Huarmey,PE,42,48,-10.07,-78.15,301.1,3.77
556,San Quintin,MX,90,56,30.48,-115.95,288.8,3.02
